"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,0.47388308401361,0.253492736267715,0.613946920652162,0.280562614596309,0.0472354894712216,0.159391939108868,0.2748874752013,0.369765774950302,0.261449038035199,-0.290340398288245,-0.165058424097128,-0.0349928534621586,0.506298421189342,-0.00571315025283496,0.098939377873498,0.131797012400149
"2",0.47388308401361,1,0.735030385494524,0.557328385489426,0.388983842884194,0.0596292940157432,-0.121165708609914,0.733501540092569,0.626882556811359,0.567645035110334,0.115028806780622,0.456274466693403,0.157222116312809,0.782957388995576,0.352720833672722,0.644513903367383,0.389767171724956
"3",0.253492736267715,0.735030385494524,1,0.585648744264615,0.600333945657777,-0.0810084104550287,0.0574563858585128,0.608478288093972,0.671760048758783,0.517302205043145,-0.0152511708197902,0.376160507575972,-0.050811648381162,0.790005419544575,0.208966275826441,0.724118654805303,0.71072151578687
"4",0.613946920652162,0.557328385489426,0.585648744264615,1,0.357306221938485,-0.116977606850345,0.126040176402143,0.660635592287605,0.874226662182588,0.486799319096513,-0.279766581203428,0.14974197309819,0.0334564460007584,0.684793847475229,0.373371693364548,0.527893454308326,0.586139461472983
"5",0.280562614596309,0.388983842884194,0.600333945657777,0.357306221938485,1,-0.195867921075014,0.114309848541365,0.213902281761801,0.406122481692282,0.25499096004373,0.0921601207860924,-0.131368287906813,0.0917328379409445,0.787601826390589,0.202720076701286,0.373791352447116,0.373973008394958
"6",0.0472354894712216,0.0596292940157432,-0.0810084104550287,-0.116977606850345,-0.195867921075014,1,0.111046947871125,0.114111549730724,-0.11183412271318,-0.184810197320637,-0.0805722402601966,-0.309592127479375,0.271162414099557,-0.028613111830242,-0.0722165103909132,0.0953471618637294,-0.169021094144904
"7",0.159391939108868,-0.121165708609914,0.0574563858585128,0.126040176402143,0.114309848541365,0.111046947871125,1,-0.0803165687388449,-0.138764845810099,-0.0841362122485307,0.125448320283413,0.0587639644098553,0.0487268981804126,0.0873523948257235,0.112404426172141,0.251643597283635,0.275757878930944
"8",0.2748874752013,0.733501540092569,0.608478288093972,0.660635592287605,0.213902281761801,0.114111549730724,-0.0803165687388449,1,0.742824427030161,0.703689968292173,-0.0816593025954229,0.451678080536048,0.130269355201104,0.629393508222124,0.407978895094005,0.834845505998708,0.491763408728144
"9",0.369765774950302,0.626882556811359,0.671760048758783,0.874226662182588,0.406122481692282,-0.11183412271318,-0.138764845810099,0.742824427030161,1,0.427337758028847,-0.257332635626298,0.180866403188448,-0.0221069074818825,0.709153063575325,0.482382498186367,0.570443838154539,0.515262090105168
"10",0.261449038035199,0.567645035110334,0.517302205043145,0.486799319096513,0.25499096004373,-0.184810197320637,-0.0841362122485307,0.703689968292173,0.427337758028847,1,0.0869801524958565,0.583664512098687,0.301553197928209,0.44003663517643,-0.0204317399830419,0.613402338166765,0.669522238744203
"11",-0.290340398288245,0.115028806780622,-0.0152511708197902,-0.279766581203428,0.0921601207860924,-0.0805722402601966,0.125448320283413,-0.0816593025954229,-0.257332635626298,0.0869801524958565,1,0.429171836497953,0.690261796652834,0.00869257105646964,0.193873830311672,0.123579862287537,0.0395855837082722
"12",-0.165058424097128,0.456274466693403,0.376160507575972,0.14974197309819,-0.131368287906813,-0.309592127479375,0.0587639644098553,0.451678080536048,0.180866403188448,0.583664512098687,0.429171836497953,1,0.206375336021263,0.12743102859243,0.218609248740898,0.527743183119156,0.454106040883237
"13",-0.0349928534621586,0.157222116312809,-0.050811648381162,0.0334564460007584,0.0917328379409445,0.271162414099557,0.0487268981804126,0.130269355201104,-0.0221069074818825,0.301553197928209,0.690261796652834,0.206375336021263,1,0.0813534802362298,0.050574560757112,0.148094614456856,0.171723462810545
"14",0.506298421189342,0.782957388995576,0.790005419544575,0.684793847475229,0.787601826390589,-0.028613111830242,0.0873523948257235,0.629393508222124,0.709153063575325,0.44003663517643,0.00869257105646964,0.12743102859243,0.0813534802362298,1,0.44420097780552,0.675136082321851,0.449727723708238
"15",-0.00571315025283496,0.352720833672722,0.208966275826441,0.373371693364548,0.202720076701286,-0.0722165103909132,0.112404426172141,0.407978895094005,0.482382498186367,-0.0204317399830419,0.193873830311672,0.218609248740898,0.050574560757112,0.44420097780552,1,0.437635896917089,0.0404556260207068
"16",0.098939377873498,0.644513903367383,0.724118654805303,0.527893454308326,0.373791352447116,0.0953471618637294,0.251643597283635,0.834845505998708,0.570443838154539,0.613402338166765,0.123579862287537,0.527743183119156,0.148094614456856,0.675136082321851,0.437635896917089,1,0.604264154465816
"17",0.131797012400149,0.389767171724956,0.71072151578687,0.586139461472983,0.373973008394958,-0.169021094144904,0.275757878930944,0.491763408728144,0.515262090105168,0.669522238744203,0.0395855837082722,0.454106040883237,0.171723462810545,0.449727723708238,0.0404556260207068,0.604264154465816,1
